,Unnamed: 0,id,turn,message,message_clean,topic,topic_label,tfidf_score,deviance,is_question,gold_score,is_question_score
31194,77881,670c94d0-5489-4211-93e5-fc95cc06d018,1,Can I defer my Visa and holiday loan payments for 3 -4 months?,defer visa holiday loan payment 3 -4 month,topic #25,"payment, make, loan payment, make loan, skip, skip payment",2.3726615663667700,0.6074892213925660,0,1,0.8703375212253990
31594,78842,d2870a2f-17f9-4a0e-94e6-23c1cd6bfb82,5,Just browsing,browse,topic #0,"talk real, talk, real person, real, person, human",1.0,-0.7651723449741990,0,0,0.8290115634371850
12496,31554,07526a8a-54f1-498f-a146-c9e348c94316,5,i have restricted access,restrict access,topic #18,"online, online banking, banking, log online, account online, online account",1.0,-0.7651723449741990,0,0,0.8427917711872330
23241,58358,0bee3609-7676-4d4c-a1a3-1f6ac107fda2,3,Banking statement ,banking statement,topic #47,"bank, statement, bank statement, bank account, bank card, transfer",1.4080424808936300,-0.3571298640805730,0,0,0.7871952853676910
25130,63132,43f51ee6-f07e-4e0f-8f24-aff50502f988,3,I want to talk to a real person,talk real person,topic #0,"talk real, talk, real person, real, person, human",2.2343035330802700,0.4691311881060730,0,0,0.9141953211802040
14980,37908,f42bad2c-07d0-4a90-82dd-111ca1c75db5,13,are there fees for accounts,fee account,topic #7,"account, check account, close, close account, open account, add",1.3710969726273200,-0.3940753723468830,0,0,0.9666467937361460
15249,38595,1150d1bf-9dd3-442c-899a-6237c2755d3b,1,how do I check deposit by mail,check deposit mail,topic #26,"deposit, deposit check, mobile, mobile deposit, phone, direct",1.9455086947867800,0.1803363498125780,1,1,0.9996266461257570
15920,40244,47804b19-9b0b-428f-a6b1-7fe1da1f0683,5,How do I get a replacement card?,replacement card,topic #19,"card, debit, debit card, new, new debit, replacement",1.6801776807298000,-0.08499466424439880,1,1,0.9999561688026640
11463,28973,2b93f8b7-8b1c-4549-9ce4-9f994a094437,1,What's the best type of savings account for us,good type saving account,topic #44,"saving, checking, saving account, checking account, account, open checking",2.1792331521054800,0.4140608071312860,1,1,0.9980066746411430
1821,4631,e98894ac-628b-4e6e-8392-ecb9322b4fe1,9,Fha loan,fha loan,topic #2,"loan, car, car loan, personal, personal loan, loan payment",1.0,-0.7651723449741990,0,0,0.6562770559146520
34242,85255,b2d6b4f9-a57f-4dbe-a585-1ce3cb2e285d,3,I was not sure of his request. How can I speak with a live person?,sure request speak live person,topic #15,"person, real, real person, speak, chat, live person",2.3878763406011300,0.6227039956269370,1,1,0.6238228648289480
10678,27004,43bfb405-d5bc-4969-8f9b-02c8784a4e20,5,What are your credit card benefits?,credit card benefit,topic #9,"credit card, card, credit, know, know credit, apply credit",2.1431492917767900,0.3779769468025910,1,1,0.9732109108235730
22587,56749,dd42a317-0461-4a84-9e6a-9b58591274cf,1,Updated rates?,updated rate,topic #11,"rate, interest, interest rate, mortgage rate, current, loan rate",1.0,-0.7651723449741990,0,0,0.790871445952589
8071,20520,efa04ce1-bdc5-400d-9732-ff83891fda64,3,I forgot my username ,forgot username,topic #29,"digital, digital banking, lock, password, banking, password lock",1.7255836255156500,-0.039588719458543800,0,0,0.7643923600177420
32473,80984,3b69899d-4e89-4498-958b-37d8478c81cf,1,When closed?,close,topic #7,"account, check account, close, close account, open account, add",1.0,-0.7651723449741990,1,1,0.9976562419277080
34180,85111,ac302e7e-b188-4028-a380-935e85ec239c,1,I overpaid my visa balance can you refund the difference ,overpay visa balance refund difference,topic #23,"balance, check balance, balance transfer, account balance, fee balance, fee",1.9672608082708700,0.20208846329667200,0,0,0.872750765938827
404,1019,21366492-412a-4c8e-9182-6bfcabc4f888,1,routing number for checking account,route number check account,topic #5,"route, route number, number, phone number, phone, find",2.4027465554191000,0.6375742104449020,0,0,0.8861357825165200
6504,16678,4893d7aa-300e-41da-8057-a08a04e7ee03,3,What loans do you have?,loan,topic #2,"loan, car, car loan, personal, personal loan, loan payment",1.0,-0.7651723449741990,1,1,0.9998455127215920
1275,3268,39328c3a-7874-4cbf-ac01-dd6bfe7739f1,3,AGENT,agent,topic #1,"agent, speak, talk, live, please, question",1.0,-0.7651723449741990,0,0,0.8203389003827500
31119,77702,930a0b67-ac9b-4a49-b273-aa94414762a9,1,Actually I’m trying to find out how much money is on my card but I don’t remember my username and I don’t know but the last digits of my member number ,actually try find much money card remember username know last digit member number,topic #24,"member number, member, number, find member, find, transfer member",3.760513335569410,1.9953409905952100,0,0,0.901791552118457
32849,81901,4be3c601-621e-4843-acd8-89df9ebc7c61,1,I was trying to pay my Visa credit card through the Account Pay Now tab and it says it can't open in Safari. What has happened. I prefer paying directly to mail in.,try pay visa credit card account pay tab say open safari happen prefer pay directly mail,topic #36,"pay, bill, bill pay, pay loan, much, pay bill",3.11879859702537,1.3536262520511700,0,0,0.9095016312040480
7384,18832,83f4d00b-577d-4b22-ad54-85cb24d01344,2,Rewards amazon gift card ,reward amazon gift card,topic #45,"point, reward, reward point, redeem, use, redeem point",2.1734626121972200,0.40829026722301900,0,0,0.8669671023853670
24618,61838,abbdf4c1-4021-4714-98a9-63fc77930b6e,3,I want to know about the savings account you guys have,know saving account guy,topic #44,"saving, checking, saving account, checking account, account, open checking",2.1758201036917400,0.4106477587175420,0,0,0.9527836124612260
10035,25391,08689358-7b0a-47e1-846c-8c3a27acf5ce,3,Bye!,bye,topic #0,"talk real, talk, real person, real, person, human",1.0,-0.7651723449741990,0,0,0.7949484020451110
19870,50034,e88de9d5-c23e-40c1-ad27-85e0b0a555d0,5,What is your DDA number,dda number,topic #33,"account number, number, account, checking account, savings account, phone",1.0,-0.7651723449741990,1,1,0.958774368795707
20301,51091,5324ef83-7ee9-4570-8b69-0bc914011bdf,9,How do I unfreeze my credit card,unfreeze credit card,topic #9,"credit card, card, credit, know, know credit, apply credit",1.7204737484694000,-0.04469859650479900,1,1,0.9997185661387500
32270,80496,4e72f7ad-b9e3-439e-a84b-90e4a8417543,3,digital banking,digital banking,topic #29,"digital, digital banking, lock, password, banking, password lock",1.7229259645248000,-0.042246380449399300,0,0,0.8350292808468020
17524,44271,cfec78a9-2db6-43e9-859b-a9a682580b8d,3,What are your rates?,rate,topic #11,"rate, interest, interest rate, mortgage rate, current, loan rate",1.0,-0.7651723449741990,1,1,0.9895131206663540
22961,57669,caadc163-96fe-4853-90f0-7a0533f9ef5b,1,PPP,ppp,topic #35,"application, status, status loan, loan application, check status, loan",1.0,-0.7651723449741990,0,0,0.7851119186379680
5551,14244,31dbc9c9-1447-42b0-860c-ac758c1d9ef0,1,how much is a wire transfer,much wire transfer,topic #20,"transfer, wire, wire transfer, international, domestic, international wire",1.9916043947909900,0.22643204981678900,1,1,0.9733629078258690
27318,68519,caf58eb1-d290-4fc8-bf28-ae2d6c557439,1,What are the membership  criteria?,membership   criterion,topic #30,"membership, criterion, membership criterion, membership number, start, fee",1.7303291332183000,-0.03484321175589390,1,1,0.991550662435081
3592,9224,fc7b8766-c828-419a-88ba-3d9271494884,3,Is the lobby open at the Duluth MN branch yet?,lobby open duluth mn branch yet,topic #16,"open, open account, lobby, lobby open, fee open, fee",2.589793592152000,0.8246212471777980,0,1,0.9895752347445020
33352,83108,4a9e5c42-e47b-4a1a-bc81-7b14ff5cd9e5,3,I need to reapply for my approved limit,reapply approve limit,topic #34,"atm, use, atm use, limit, use atm, cash",1.4047552598633500,-0.36041708511085100,0,0,0.8714093546754710
23043,57881,8529a836-7394-4917-971b-751364f8f69d,5,How do I apply for a loan?,apply loan,topic #13,"apply, apply loan, loan, apply credit, apply auto, ppp",1.7083553833282900,-0.0568169616459111,1,1,0.9999882379739640
18735,47277,1bf0ba14-b020-4933-8d98-2e52a41bea5e,23,K m.j m d =e rhnt r. Mbv rmhm4hkem,k m.j = e rhnt r. mbv rmhm4hkem,topic #0,"talk real, talk, real person, real, person, human",0.0,-1.7651723449742000,0,0,0.7730972660985370
1447,3704,2976b900-d017-414a-be9a-f46c0da5b8c6,13,thanks,thank,topic #21,"thank, ok, ok thank, nothing, okay, look",1.0,-0.7651723449741990,0,0,0.7732099724810880
8604,21840,5ba21d89-20ec-4e49-bc4f-744e222a76e5,1,Mortgage assistance ,mortgage assistance,topic #27,"mortgage, mortgage rate, mortgage loan, refinance mortgage, mortgage refinance, current mortgage",1.3771961208357600,-0.3879762241384390,0,0,0.768946831221186
16263,41108,9d1ee05b-8f57-4954-99ff-714c20d018eb,1,Do you have graduate school loans for non business graduate degrees? Web page just says MBA.,graduate school loan non business graduate degree web page say mba,topic #2,"loan, car, car loan, personal, personal loan, loan payment",2.1630849416049,0.3979125966307010,0,1,0.7231146187700390
1346,3456,4fe0a0d7-df00-4f99-8055-f3a09de95c28,1,is brandi Donahue in the fergus falls branch on vacation today tried emailing her about a refinance?,brandi donahue fergus falls branch vacation today try email refinance,topic #22,"refinance, refinance rate, refinance information, information, refinance mortgage, car",2.2222308717772500,0.4570585268030490,0,1,0.9672607179113510
23732,59574,b273254a-a3d1-447e-83a1-7d443081ac84,1,opening a money market account,open money market account,topic #40,"money, transfer money, market, money market, transfer, market account",2.3721643094167600,0.6069919644425630,0,0,0.8638838899081130
10743,27169,87fc28c2-465d-4292-8c06-4cc93c1cca7f,3,How do I reset my username for my account?,reset username account,topic #7,"account, check account, close, close account, open account, add",1.6583388976132600,-0.10683344736094100,1,1,0.983500433471696
16113,40726,1d21077b-984f-4876-8b45-5bde889cad58,1,"Please add a new feature to the loan calculator. The used automobile loan calculator is odd. If I want to buy a car and know the price, I would like the option to enter in the amount, the loan rate, the down payment, and the trade in value to see the monthly payments. I don't like the option of entering in a monthly payment to see what loan I can afford. That's not helpful to me. If anything, we should have both options to calculate our loans.",please add new feature loan calculator used automobile loan calculator odd buy car know price option enter amount loan rate payment trade value see monthly payment option enter monthly payment see loan afford helpful anything option calculate loan,topic #25,"payment, make, loan payment, make loan, skip, skip payment",4.0290818254099100,2.263909480435710,0,0,0.9557845629083140
25747,64712,7a3e86de-3d13-439b-97d8-50519a0a250f,3,How do I chat with a real person,chat real person,topic #15,"person, real, real person, speak, chat, live person",1.9137214708843700,0.148549125910171,1,1,0.9995420170770350
18744,47302,6705f6cd-0264-43ab-9763-3159566aa6c1,3,Electronic Statements,electronic statement,topic #47,"bank, statement, bank statement, bank account, bank card, transfer",1.3956183373345800,-0.36955400763961600,0,0,0.8257925260861670
17746,44820,07386e01-2ed5-420b-beae-34cc07f3ebeb,3,What's my balance?,balance,topic #23,"balance, check balance, balance transfer, account balance, fee balance, fee",1.0,-0.7651723449741990,1,1,0.9995039548708700
20874,52516,0e7d8650-43e2-4469-9cef-f60a7a4d7aa2,1,what address do i mail my home equity loan payment in,address mail home equity loan payment,topic #49,"home, home loan, equity, home equity, line, line credit",2.9347043107527500,1.169531965778560,1,1,0.9976166633496490
2142,5467,c4fdad15-a6b7-42da-9bdf-c630a10af01d,3,How do I get to a real person,real person,topic #15,"person, real, real person, speak, chat, live person",1.732009839950570,-0.03316250502363240,1,1,0.9999758161242220
15995,40427,2463fc41-d713-4a66-af93-4e9f3e66a7cc,1,order regular checks on line,order regular check line,topic #31,"order, order check, check, money order, order new, new",1.705389962917800,-0.059782382056401200,0,0,0.8478032482933950
15493,39197,f46240c0-a336-4d46-8359-9131c4e9baf0,1,Stop payment on a check,stop payment check,topic #25,"payment, make, loan payment, make loan, skip, skip payment",1.9255523122552300,0.16037996728103500,0,0,0.7436195150147540
22280,56000,151d5f74-75d9-4671-aa5e-67343a406030,1,I forgot my username on the online mobile app,forgot username online mobile app,topic #18,"online, online banking, banking, log online, account online, online account",2.616280818419070,0.8511084734448700,0,0,0.876666365438894
16578,41914,97d96c63-a445-42c6-90f0-023369bff000,1,I need to pay a bill using a different card,pay bill use different card,topic #36,"pay, bill, bill pay, pay loan, much, pay bill",2.3812473554124200,0.616075010438218,0,0,0.9361835277741480
22188,55780,1d33aa45-69a7-429e-9a59-21d22dad1c91,1,Do you guys offer options for teenage debit cards??,guy offer option teenage debit card,topic #19,"card, debit, debit card, new, new debit, replacement",2.3970809147146700,0.6319085697404700,1,1,0.5062302163674200
12550,31691,b076e2c0-5a5c-40ec-b55b-326c2d33d8f5,7,Fraud,fraud,topic #19,"card, debit, debit card, new, new debit, replacement",1.0,-0.7651723449741990,0,0,0.695899871032376
15076,38155,69207682-827d-4414-8c3a-4747bd401eef,3,will you refinance a mortgage,refinance mortgage,topic #27,"mortgage, mortgage rate, mortgage loan, refinance mortgage, mortgage refinance, current mortgage",1.6994324280627500,-0.06573991691144700,0,1,0.8393756109388620
30819,76983,0a611c71-cbd1-4dbf-b729-d9062c1098bf,1,Card declined ,card decline,topic #19,"card, debit, debit card, new, new debit, replacement",1.675770144576230,-0.08940220039796750,0,0,0.8113725858513230
30254,75625,e49d38f1-aac1-4cd5-8f19-4d7956a41baa,1,Are you all open,open,topic #16,"open, open account, lobby, lobby open, fee open, fee",1.0,-0.7651723449741990,0,1,0.9862464411924850
32746,81651,d1180b66-5483-425d-94b8-bdebb26fcd4c,7,"Ok, thank you",ok thank,topic #21,"thank, ok, ok thank, nothing, okay, look",1.7118611330625000,-0.053311211911699000,0,0,0.8004348955766030
10836,27398,992aeb83-ac98-444f-a6ad-022aa3f28828,1,can you get a debit card in the mail ,debit card mail,topic #19,"card, debit, debit card, new, new debit, replacement",1.9634459939496800,0.19827364897548400,0,1,0.835287437678121
15671,39645,b209f448-4840-41b2-87b1-ef26bc7a7f8d,1,How do I find my loan details,find loan detail,topic #2,"loan, car, car loan, personal, personal loan, loan payment",1.3738449996208100,-0.3913273453533840,1,1,0.9993743108132690
7192,18354,b657f1ad-68dc-4cc5-93eb-e18251ab587a,3,I don’t remember my pin for my credit card,remember pin credit card,topic #9,"credit card, card, credit, know, know credit, apply credit",2.172020169432800,0.4068478244586050,0,0,0.8257161515013360
28489,71370,a1ef1dfc-c5f6-48d3-8efc-49f1d3a4729c,1,I need to update my phone number for verification.,update phone number verification,topic #33,"account number, number, account, checking account, savings account, phone",2.1917825371631100,0.4266101921889160,0,0,0.9375666295033830
15293,38703,214df148-a8e3-452c-90f3-b891500916b9,7,Trying to figure out how this all works,try figure work,topic #19,"card, debit, debit card, new, new debit, replacement",1.701362703281510,-0.06380964169269250,1,0,0.8528435246990830
10070,25477,20ab16e6-8d80-470e-8385-1449463b40e3,1,Just checking out the IRA,check ira,topic #12,"check, check account, cashier check, cashier, check balance, deposit check",1.3537134984146900,-0.41145884655950800,0,0,0.8843687771846780
22942,57621,fa136c67-b842-413f-9cd7-46412267f840,3,what is my account number,account number,topic #33,"account number, number, account, checking account, savings account, phone",1.6922304345384300,-0.07294191043576800,1,1,0.9767915014354980
11572,29250,4b02f7bf-dec0-4787-b1f5-2f076582ff60,3,Because of the stuff going on can we skip a payment for are personal loan,stuff go skip payment personal loan,topic #25,"payment, make, loan payment, make loan, skip, skip payment",2.5855466093220400,0.8203742643478460,0,0,0.9554363418293180
33221,82787,05fb5c93-0047-44bf-9b71-f10a2d97a233,5,Do not have ATM card,atm card,topic #34,"atm, use, atm use, limit, use atm, cash",1.651246426423270,-0.11392591855093200,1,0,0.6645460904489590
31048,77531,a7b29323-4a05-4ec1-a476-692a4fd2d948,1,access my account,access account,topic #7,"account, check account, close, close account, open account, add",1.6582598933347400,-0.10691245163945800,0,0,0.8367602284180940
1964,5001,12c0eeff-fa2c-4868-9daa-6a0387416807,3,No is the lobby open,lobby open,topic #16,"open, open account, lobby, lobby open, fee open, fee",1.699373032451040,-0.06579931252315440,0,1,0.9969512035546000
13307,33635,3f5143a0-b326-4897-b755-4bdaf1f5da45,3,Third party check,third party check,topic #12,"check, check account, cashier check, cashier, check balance, deposit check",1.322086904429370,-0.44308544054483100,0,0,0.8105585422048970
7439,18966,d30cbcf1-0316-45ad-b32f-2728797d7d71,5,My credit score is 721 can I get credit card with it ?,credit score 721 credit card,topic #38,"score, credit score, credit, check credit, union, credit union",2.1574545293827400,0.3922821844085420,0,1,0.9572112113123730
1993,5076,6c786094-8319-4b4c-b1e5-ceda3f6e118d,1,I’d like to check to make sure you have my soon-to-be-current address. I’m moving on 6/1/20,check make sure soon current address move 6/1/20,topic #12,"check, check account, cashier check, cashier, check balance, deposit check",2.7628223089536900,0.9976499639794950,0,0,0.9557072611555960
13883,35096,0e9ab4e8-c487-4706-86cf-f24073b19ba2,3,is there a cost?,cost,topic #22,"refinance, refinance rate, refinance information, information, refinance mortgage, car",1.0,-0.7651723449741990,0,1,0.9956375653507790
31400,78383,f9a9dafc-60cb-4197-bb08-0a080b2d6d99,1,Local branch,local branch,topic #14,"branch, branch atm, atm, location, atm location, branch open",1.3706637834740300,-0.3945085615001650,0,0,0.8797433861975990
3259,8368,cdf43abc-4da8-4a09-a1c9-b9aa7dfa0b07,3,Can cashier check be ordered online?,cashier check order online,topic #31,"order, order check, check, money order, order new, new",2.1925660074672300,0.4273936624930270,0,1,0.6832763470695790
17017,42993,20abe50f-02f2-47a7-9c6c-e05ad834182a,5,How do I open a checking account?,open checking account,topic #44,"saving, checking, saving account, checking account, account, open checking",2.1590834510773000,0.3939111061031030,1,1,0.9996583830557090
31836,79433,89a5475c-66d8-427a-84e5-9da66490f29d,3,Yes,yes,topic #46,"yes, car, please, try, know, work",1.0,-0.7651723449741990,0,0,0.8478784223670480
30600,76455,b3889562-5887-40e1-9505-f88f87749513,1,Product rates,product rate,topic #43,"product, product rate, rate, zelle, expedite title, expect",1.704666177332420,-0.06050616764178350,0,0,0.77095015285424
23333,58577,93db49ae-9477-4c9e-9261-2eb35c88321f,4,interest checking,interest checking,topic #44,"saving, checking, saving account, checking account, account, open checking",1.4142129431809100,-0.35095940179329300,0,0,0.8044708925946130
30000,75009,74c358bd-92e4-44d0-9f89-e1a5fcbd8558,1,Hello. My site isn't working. Is it down?,site work,topic #19,"card, debit, debit card, new, new debit, replacement",1.4001475230689200,-0.3650248219052740,0,1,0.9764465917323390
12032,30393,f6a63c5a-5971-47f6-814e-bf6bcc94b72a,3,Can I turn my debit card off,turn debit card,topic #19,"card, debit, debit card, new, new debit, replacement",1.9036538103815600,0.13848146540735700,0,1,0.837584782962803
9139,23196,6fb74417-0c7b-44a5-a3ec-d8502d3b6eb3,1,pending loan application,pende loan application,topic #35,"application, status, status loan, loan application, check status, loan",1.9306400039646300,0.16546765899043400,0,0,0.7951076555905240
21232,53406,dadae232-3d80-4d2f-9335-88cfe4d4a2fa,1,Hi I'm wondering about my loan ,wonder loan,topic #2,"loan, car, car loan, personal, personal loan, loan payment",1.348193185680680,-0.4169791592935210,0,0,0.7438531711565820
34199,85157,6c89afbb-7a2b-4c7e-a646-b3247a614227,1,Setup Mobile banking,setup mobile banking,topic #18,"online, online banking, banking, log online, account online, online account",1.9590009660089200,0.19382862103471900,0,0,0.7876145927058860
27864,69850,a6a44cdf-ac17-4534-b137-8532857e9fe8,5,can't remember which email ,remember email,topic #48,"pin, change, change pin, address, find, card pin",1.4106531429738600,-0.3545192020003370,1,0,0.9885170550703370
3222,8281,4be045d6-23c7-4ea3-b6e9-f6a390815c1b,3,What if I don't have that phone number anymore,phone number anymore,topic #33,"account number, number, account, checking account, savings account, phone",1.6954950899909300,-0.06967725498326890,1,1,0.9948418749602540
26826,67339,e2e2554e-60e6-4997-85e3-4a854659596d,1,Replacement debit card did not arrive,replacement debit card arrive,topic #19,"card, debit, debit card, new, new debit, replacement",2.157586439682270,0.39241409470806700,0,0,0.9596701608705500
10072,25482,be3f6b70-637a-4a2f-9c94-90e1a3b0c40f,1,If I transfer money to another account how long is the wait ,transfer money account long wait,topic #40,"money, transfer money, market, money market, transfer, market account",2.5654861437338200,0.8003137987596260,1,1,0.7519726025663110
20156,50727,851fc421-01b8-4370-bf43-7e96e2b6cf7a,3,Debit card,debit card,topic #19,"card, debit, debit card, new, new debit, replacement",1.7140078936861400,-0.05116445128806310,0,0,0.8049193759737440
25338,63673,77b2c974-751d-4d87-82f1-341394c41619,3,replace debit card,replace debit card,topic #19,"card, debit, debit card, new, new debit, replacement",1.92492310762786,0.15975076265366200,0,0,0.8257567720096560
32844,81888,a210404f-bc08-4840-8f7b-37c9290ea512,9,What time does Northwest Plaza close today?,time northwest plaza close today,topic #7,"account, check account, close, close account, open account, add",1.7315929223534700,-0.033579422620730700,1,1,0.9913350097914880
3503,8981,9575e970-83c7-4efc-89cf-5b345f014f0d,3,how do I deposit a check without a deposit slip,deposit check without deposit slip,topic #26,"deposit, deposit check, mobile, mobile deposit, phone, direct",1.9241489795854000,0.15897663461119900,1,1,0.9969491092593920
33604,83737,2ec68366-03fc-44f1-828c-dd514a33b1b4,9,Ok so yall do mortgage loans ,ok mortgage loan,topic #27,"mortgage, mortgage rate, mortgage loan, refinance mortgage, mortgage refinance, current mortgage",1.9195687863965000,0.1543964414223050,1,1,0.6841925318186170
19058,48088,dad1b336-8d42-49a2-9ad1-610aa46e4956,9,What is CPI?,cpi,topic #0,"talk real, talk, real person, real, person, human",1.0,-0.7651723449741990,1,1,0.99739463986263
24858,62449,d4e7540d-21ad-4177-b731-f9d2ed29e987,1,Where do I get a replacement debit card,replacement debit card,topic #19,"card, debit, debit card, new, new debit, replacement",2.157586439682270,0.39241409470806700,1,1,0.9971088663808410
27412,68750,2ddc1876-dbff-4cea-884a-ca88cfa9a476,1,get loan balance,loan balance,topic #23,"balance, check balance, balance transfer, account balance, fee balance, fee",1.3791220469964900,-0.38605029797770700,0,0,0.5857216230193800
7754,19735,5325d770-4a90-475f-8fa7-9e1a540e88d0,15,Atm,atm,topic #34,"atm, use, atm use, limit, use atm, cash",1.0,-0.7651723449741990,0,0,0.7635028901757790
2049,5218,56b2ef3b-3b75-40fc-ac37-3f66c2470375,3,where can i redeem a savings certificate?,redeem savings certificate,topic #45,"point, reward, reward point, redeem, use, redeem point",1.7317306450931900,-0.033441699881006800,1,1,0.965607011743857
25366,63745,997d6998-21bb-44b4-a4a1-9dc7596cf838,3,Log on problem ,log problem,topic #10,"log, log online, log account, try log, trouble, unable",1.387693654696790,-0.37747869027740700,0,0,0.8498334744152400
20748,52199,14c7ee5d-f7a6-4b9f-bbc0-43ca8fd457f0,3,Can I get an itemized statement of my account emailed to me,itemized statement account email,topic #47,"bank, statement, bank statement, bank account, bank card, transfer",1.6751563459823700,-0.09001599899182970,0,1,0.8859842264498280
12475,31499,66cca7d0-11b8-4108-90d5-ee3f690e26b3,5,Okat thanks for helping ,okat thank,topic #21,"thank, ok, ok thank, nothing, okay, look",1.0,-0.7651723449741990,0,0,0.8172426458848790
15105,38228,9b655b4b-03fc-41e2-b976-a04beb4de9e6,1,Can I do a wire transfer to you? ,wire transfer,topic #20,"transfer, wire, wire transfer, international, domestic, international wire",1.7239581307675700,-0.0412142142066243,1,1,0.7665920526350460
20594,51817,4a8048d0-fa9f-48bf-b72a-70cf0bbe6c21,2,can i transfer more than 6 times this month before getting charged?,transfer 6 time month charge,topic #20,"transfer, wire, wire transfer, international, domestic, international wire",1.9857681110774700,0.22059576610327400,0,1,0.9292131178124240
15855,40085,7d07df11-ff4a-4212-acc7-c81f60317f8a,7,Bye,bye,topic #0,"talk real, talk, real person, real, person, human",1.0,-0.7651723449741990,0,0,0.7949484020451110
11901,30075,1e137ba7-b64e-42ae-90ff-8193d8fae937,5,Do I need to bring a check that has been deposited from the mobile app to the credit union?,bring check deposit mobile app credit union,topic #26,"deposit, deposit check, mobile, mobile deposit, phone, direct",3.09019147713911,1.3250191321649100,0,1,0.8505130027273130
16932,42785,43587af7-1f07-4ff7-91fb-3df19aca5fed,5,What ATMs can I use?,atm use,topic #34,"atm, use, atm use, limit, use atm, cash",1.7063990720913800,-0.058773272882817000,1,1,0.9998216783379020
6321,16218,ca1296cd-253a-42ee-9b39-efa206bef0f8,1,"Hi, I am looking for a loan, but it says that I have to be a member first",look loan say member first,topic #2,"loan, car, car loan, personal, personal loan, loan payment",2.160276794392040,0.3951044494178460,0,0,0.9700668604611610
33148,82614,713eed21-b17e-4d63-8f9a-6fa92197540a,5,At setting what I select?,set select,topic #18,"online, online banking, banking, log online, account online, online account",1.0,-0.7651723449741990,1,1,0.9997962818746080
32173,80269,51879095-ee54-41b3-9e0c-e375b2602f12,1,Opening up a old account ,open old account,topic #16,"open, open account, lobby, lobby open, fee open, fee",1.6422167899763200,-0.12295555499787800,0,0,0.9200067361847580
7850,19972,a8a662ff-8c13-48f0-9487-0bd6395a3420,1,what is affinity plus routing number,affinity plus route number,topic #41,"affinity, plus, affinity plus, offer, plus account, external",2.434435055414790,0.6692627104405940,1,1,0.9518772142074950
29661,74210,acdb9105-20a6-4911-b3a0-b9c2844f7668,11,Check number 3950 for $363.00. Did it clear for payment?,check number 3950 $ 363.00 clear payment,topic #25,"payment, make, loan payment, make loan, skip, skip payment",2.1225139687450500,0.35734162377085000,0,1,0.9675898217283730
19959,50242,0ccce046-fe68-423a-911c-aa9a015c04f6,1,Yes im a real person,yes real person,topic #46,"yes, car, please, try, know, work",1.9201552372931900,0.15498289231899200,0,0,0.8910600985058780
28715,71912,8cadef2e-11e3-4667-80dd-23fc2b19448a,5,Transfer money to non-members,transfer money non - member,topic #40,"money, transfer money, market, money market, transfer, market account",2.5667408314450500,0.8015684864708560,0,0,0.8897410533249460
21285,53536,c352b7e0-4b41-42d3-97d1-1e35c0e1900d,7,Pay my car loan ,pay car loan,topic #36,"pay, bill, bill pay, pay loan, much, pay bill",2.147450962829010,0.3822786178548090,0,0,0.7532127336329920
17686,44669,19575d94-5030-4649-a0fe-72ad18b5894e,1,I need a covid 19 loan.. how do I go about it to get it. A am already a member.,covid 19 loan go already member,topic #42,"covid, 19, covid 19, information, 19 information, due",2.7564143752929400,0.9912420303187430,1,1,0.9268103599019820
22971,57695,5df8cf7b-8eb1-44e9-a56c-0527826d58a1,1,2019-2020 scholarship winners,2019 - 2020 scholarship winner,topic #47,"bank, statement, bank statement, bank account, bank card, transfer",1.7309462794247000,-0.0342260655494957,0,0,0.7996262215556460
26569,66723,dd3e40dd-6766-4ec4-a471-d4d600bb7c6f,13,payment ,payment,topic #25,"payment, make, loan payment, make loan, skip, skip payment",1.0,-0.7651723449741990,0,0,0.7897466881467390
29042,72712,6c83874f-872e-4c30-bacb-d89bcb622adb,3,What’s the branch hours ,’ branch hour,topic #3,"hour, drive, branch hour, branch, business, lobby",1.660887994344700,-0.10428435062950200,1,1,0.9997570865541230
5155,13237,37667777-b15a-4ca2-b8b5-897e80cb4c6c,7,Is there a fee,fee,topic #20,"transfer, wire, wire transfer, international, domestic, international wire",1.0,-0.7651723449741990,0,1,0.9942127322924200
15296,38712,fd41c4a8-1af1-45f9-b514-2f7c46988a41,1,I want to open a checking account ,open checking account,topic #44,"saving, checking, saving account, checking account, account, open checking",2.1590834510773000,0.3939111061031030,0,0,0.9003196391138330
8139,20690,9dee8826-59d9-468b-8f90-2a7f50d6b98e,1,How do I make a transfer?,make transfer,topic #20,"transfer, wire, wire transfer, international, domestic, international wire",1.4133976121635000,-0.3517747328106970,1,1,0.9999996175010850
22061,55465,1cb0caef-a60e-486b-b9ad-77460f0cfdd2,1,Do you have a promotion for a refinance with free the closing cost?,promotion refinance free closing cost,topic #22,"refinance, refinance rate, refinance information, information, refinance mortgage, car",2.214755396530760,0.4495830515565620,0,1,0.6781261410498310
11417,28857,5cf19980-1a50-4548-bf70-a96802f31979,1,Can i log in with my account number and doubting number I jus recently changed my phone number and lost my phone ,log account number doubt number ju recently change phone number lose phone,topic #33,"account number, number, account, checking account, savings account, phone",2.9654791507948200,1.2003068058206200,0,0,0.9604830774365690
19049,48068,3794fc76-bd3a-47e9-aa96-1dbb5b9a7a39,9,minor checking account,minor check account,topic #12,"check, check account, cashier check, cashier, check balance, deposit check",1.874543154960390,0.10937080998618800,0,0,0.8548354469229320
